name,location,rating,review_count,price,categories,coordinates,latitude,longitude
Foreign Cinema,"2534 Mission St San Francisco, CA 94110",4.0,4785,$$$,Greek,"{'latitude': 37.75637, 'longitude': -122.41925}",37.75637,-122.41925
De Afghanan Kabob House,"1035 Geary St San Francisco, CA 94109",4.5,539,$$,Greek,"{'latitude': 37.78577, 'longitude': -122.420359}",37.78577,-122.420359
Yemeni Restaurant,"1098 Sutter St San Francisco, CA 94109",4.0,437,$$,Greek,"{'latitude': 37.7880405330831, 'longitude': -122.418451423943}",37.7880405330831,-122.418451423943
Pita Gyros,"1150 El Camino Real San Bruno, CA 94066",4.0,53,$,Greek,"{'latitude': 37.637956, 'longitude': -122.417793}",37.637956,-122.417793
Dipsea Cafe,"200 Shoreline Hwy Mill Valley, CA 94941",3.0,470,$$,Greek,"{'latitude': 37.8800700176408, 'longitude': -122.523393630981}",37.8800700176408,-122.523393630981
Frascati,"1901 Hyde St San Francisco, CA 94109",4.5,1173,$$$,Greek,"{'latitude': 37.7983589172363, 'longitude': -122.419105529785}",37.7983589172363,-122.419105529785
The Deli King,"1143 Taraval St San Francisco, CA 94116",4.5,125,$,Greek,"{'latitude': 37.742797, 'longitude': -122.4786299}",37.742797,-122.4786299
The Flying Falafel,"1051 Market St San Francisco, CA 94103",4.5,891,$,Greek,"{'latitude': 37.7812488, 'longitude': -122.411304}",37.7812488,-122.411304
SAJJ Mediterranean,"636 2nd St San Francisco, CA 94107",4.0,112,$$,Greek,"{'latitude': 37.7813836912082, 'longitude': -122.391699883583}",37.7813836912082,-122.391699883583
Van Ness Cafe & Gyros,"826 Van Ness Ave San Francisco, CA 94109",4.0,100,$$,Greek,"{'latitude': 37.78332, 'longitude': -122.42049}",37.78332,-122.42049
Michael Mina,"252 California St San Francisco, CA 94111",4.0,1210,$$$$,Greek,"{'latitude': 37.7934609, 'longitude': -122.3996416}",37.7934609,-122.3996416
Saffron 685,"685 Townsend St San Francisco, CA 94103",4.0,719,$$,Greek,"{'latitude': 37.770289, 'longitude': -122.403161}",37.770289,-122.403161
Paulie's Pickling,"331 Cortland Ave San Francisco, CA 94110",4.5,162,$,Greek,"{'latitude': 37.7394, 'longitude': -122.41799}",37.7394,-122.41799
SOMA Eats,"186 2nd St San Francisco, CA 94105",4.0,482,$$,Greek,"{'latitude': 37.7868576, 'longitude': -122.3985748}",37.7868576,-122.3985748
Lotus Falafel & Shawerma Millbrae,"360 Adrian Rd Millbrae, CA 94010",4.5,100,$,Greek,"{'latitude': 37.60062, 'longitude': -122.38188}",37.60062,-122.38188
Aicha Moroccan Cuisine,"1303 Polk St San Francisco, CA 94109",4.0,490,$$,Greek,"{'latitude': 37.788901, 'longitude': -122.420532}",37.788901,-122.420532
Frena Bakery and Cafe,"132 6th St San Francisco, CA 94103",4.5,399,$$,Greek,"{'latitude': 37.780321, 'longitude': -122.408274}",37.780321,-122.408274
"Q's Halal ""Mediterranean Comfort""","2306 Central Ave Alameda, CA 94501",4.5,637,$$,Greek,"{'latitude': 37.764514, 'longitude': -122.243903}",37.764514,-122.243903
Bacheesos,"246 Grand Ave Oakland, CA 94610",4.0,714,$$,Greek,"{'latitude': 37.8099005023268, 'longitude': -122.25917223841}",37.8099005023268,-122.25917223841
Cafe Elena,"1 Market Plz Ste 5 San Francisco, CA 94105",3.5,87,$,Greek,"{'latitude': 37.793993, 'longitude': -122.394896}",37.793993,-122.394896
The Park Street Tavern,"1901 Park St Alameda, CA 94501",4.5,131,$$,Greek,"{'latitude': 37.769991, 'longitude': -122.23825}",37.769991,-122.23825
Sens Restaurant,"4 Embarcadero Ctr Fl 3 San Francisco, CA 94111",3.5,943,$$,Greek,"{'latitude': 37.7949441792413, 'longitude': -122.395903082158}",37.7949441792413,-122.395903082158
Seal Rock Inn Restaurant,"545 Point Lobos Ave San Francisco, CA 94121",3.0,27,$$,Greek,"{'latitude': 37.7797360352557, 'longitude': -122.509316666667}",37.7797360352557,-122.509316666667
Abigail's Moroccan Cuisine,"1132 Ballena Blvd Alameda, CA 94501",4.5,370,$,Greek,"{'latitude': 37.766354, 'longitude': -122.2880167}",37.766354,-122.2880167
Amoura Cafe,"San Francisco International Airport International Terminal 3/Boarding Area A San Francisco, CA 94128",3.0,147,$$,Greek,"{'latitude': 37.6130811521882, 'longitude': -122.389054305479}",37.6130811521882,-122.389054305479
RT Rotisserie,"101 Oak St San Francisco, CA 94102",4.0,403,$$,Greek,"{'latitude': 37.7750432, 'longitude': -122.4211143}",37.7750432,-122.4211143
Green Olive,"50 Post St San Francisco, CA 94104",4.0,84,$$,Greek,"{'latitude': 37.7895778791606, 'longitude': -122.40293495357}",37.7895778791606,-122.40293495357
Ultimate Souvlaki,"San Francisco, CA 94102",3.0,27,$$,Greek,"{'latitude': 37.77933, 'longitude': -122.4204}",37.77933,-122.4204
The Salad Place,"400 London St San Francisco, CA 94112",4.5,214,$,Greek,"{'latitude': 37.72278, 'longitude': -122.43554}",37.72278,-122.43554
Bizza,"1463 Haight St San Francisco, CA 94117",4.0,175,$$,Greek,"{'latitude': 37.76994, 'longitude': -122.44645}",37.76994,-122.44645
SF Wraps,"255 Kearny St San Francisco, CA 94108",4.0,257,$$,Greek,"{'latitude': 37.7905810937305, 'longitude': -122.404173019757}",37.7905810937305,-122.404173019757
Stem Kitchen & Garden,"499 Illinois St San Francisco, CA 94158",3.5,386,$$,Greek,"{'latitude': 37.7659063, 'longitude': -122.3874446}",37.7659063,-122.3874446
Happy Gyros,"775 Redwood Hwy Frontage Rd Mill Valley, CA 94941",5.0,28,$,Greek,"{'latitude': 37.895548, 'longitude': -122.517086}",37.895548,-122.517086
Cafe Med,"201 Pine St San Francisco, CA 94104",4.0,124,$,Greek,"{'latitude': 37.7920773, 'longitude': -122.4000202}",37.7920773,-122.4000202
Athenian Deli & Cafe,"2125 Franklin St Oakland, CA 94612",3.5,96,$,Greek,"{'latitude': 37.8102217, 'longitude': -122.2668272}",37.8102217,-122.2668272
Dyafa,"44 Webster St Oakland, CA 94607",4.0,352,$$,Greek,"{'latitude': 37.7934483, 'longitude': -122.2746928}",37.7934483,-122.2746928
The Chef's Table At the Pierre Coste Room,"50 Frida Kahlo Way Culinary Arts And Hospitality Studies Department San Francisco, CA 94112",4.5,14,$,Greek,"{'latitude': 37.7239874898146, 'longitude': -122.450677836176}",37.7239874898146,-122.450677836176
The New Spot On Polk,"2401 Polk St San Francisco, CA 94109",4.5,612,$$,Greek,"{'latitude': 37.798839, 'longitude': -122.422409}",37.798839,-122.422409
King of Kabab,"3043 San Pablo Ave Berkeley, CA 94702",4.5,73,$$,Greek,"{'latitude': 37.8508122, 'longitude': -122.2860206}",37.8508122,-122.2860206
Lou's Cafe,"5017 Geary Blvd San Francisco, CA 94118",4.5,1480,$$,Greek,"{'latitude': 37.78045, 'longitude': -122.473308}",37.78045,-122.473308
Nobhill Pizza & Shawarma,"1534 California St San Francisco, CA 94109",4.0,239,$,Greek,"{'latitude': 37.79085, 'longitude': -122.41979}",37.79085,-122.41979
Angela's Kitchen,"1640 Park St Alameda, CA 94501",4.5,211,$$,Greek,"{'latitude': 37.7674777, 'longitude': -122.2398557}",37.7674777,-122.2398557
Al Masri,"4031 Balboa St San Francisco, CA 94121",3.0,229,$$$,Greek,"{'latitude': 37.7752399, 'longitude': -122.50214}",37.7752399,-122.50214
Green Valley Market,"504 San Bruno Ave W San Bruno, CA 94066",4.5,182,$$,Greek,"{'latitude': 37.62957, 'longitude': -122.41554}",37.62957,-122.41554
Kabob Trolley,"298 King St San Francisco, CA 94107",3.5,86,$,Greek,"{'latitude': 37.776774, 'longitude': -122.3940414}",37.776774,-122.3940414
Halal Cart,"425 Market St San Francisco, CA 94105",4.0,496,$$,Greek,"{'latitude': 37.7915153211144, 'longitude': -122.39848567179}",37.7915153211144,-122.39848567179
Chez Beesen,"200 Pine St San Francisco, CA 94104",4.0,452,$,Greek,"{'latitude': 37.792262583327, 'longitude': -122.40055496438}",37.792262583327,-122.40055496438
Ganim's Market,"1135 18th St San Francisco, CA 94107",4.0,242,$,Greek,"{'latitude': 37.7625944, 'longitude': -122.3940239}",37.7625944,-122.3940239
Sausalito Cafe 1st St,"100 1st St San Francisco, CA 94105",4.0,236,$,Greek,"{'latitude': 37.7893909096523, 'longitude': -122.39781831108}",37.7893909096523,-122.39781831108
Cafe La Flore,"1032 Clement St San Francisco, CA 94118",4.0,363,$,Greek,"{'latitude': 37.7827709595657, 'longitude': -122.470544639881}",37.7827709595657,-122.470544639881
Mac Daddy,"1453 18th St San Francisco, CA 94107",4.0,527,$$,Greek,"{'latitude': 37.76234, 'longitude': -122.39716}",37.76234,-122.39716
Cafe Mystique,"464 Castro St San Francisco, CA 94114",3.5,538,$$,Greek,"{'latitude': 37.76146, 'longitude': -122.43541}",37.76146,-122.43541
Asena Restaurant,"2508 Santa Clara Ave Alameda, CA 94501",4.0,353,$$,Greek,"{'latitude': 37.76405, 'longitude': -122.23983}",37.76405,-122.23983
Cafe Nostos,"1930 Martin Luther King Jr Way Berkeley, CA 94704",5.0,97,$,Greek,"{'latitude': 37.8722582, 'longitude': -122.2732548}",37.8722582,-122.2732548
Mendocino Farms,"465 California St San Francisco, CA 94104",4.0,182,$$,Greek,"{'latitude': 37.79278, 'longitude': -122.40219}",37.79278,-122.40219
Pride of the Mediterranean,"1761 Fillmore St San Francisco, CA 94115",3.0,453,$$,Greek,"{'latitude': 37.7856477, 'longitude': -122.4333491}",37.7856477,-122.4333491
Sabra Grill,"419 Grant Ave San Francisco, CA 94108",3.5,151,$$,Greek,"{'latitude': 37.79084, 'longitude': -122.4058}",37.79084,-122.4058
Shakewell,"3407 Lakeshore Ave Oakland, CA 94610",4.0,822,$$,Greek,"{'latitude': 37.8112227944089, 'longitude': -122.243140675128}",37.8112227944089,-122.243140675128
Dario's Restaurant,"2829 Bridgeway Sausalito, CA 94965",3.5,212,$$,Greek,"{'latitude': 37.869071, 'longitude': -122.503268}",37.869071,-122.503268
Panera Bread,"301 King St San Francisco, CA 94158",3.5,527,$$,Greek,"{'latitude': 37.775995616953, 'longitude': -122.393937930519}",37.775995616953,-122.393937930519
Proper Food,"116 Montgomery St San Francisco, CA 94104",4.0,55,$$,Greek,"{'latitude': 37.79034, 'longitude': -122.40185}",37.79034,-122.40185
Jerusalem Organic Kitchen,"1897 Solano Ave Berkeley, CA 94707",4.0,286,$,Greek,"{'latitude': 37.8917, 'longitude': -122.27743}",37.8917,-122.27743
Redeye Grill,"446 Manor Plz Pacifica, CA 94044",4.5,58,$$,Greek,"{'latitude': 37.6508123210896, 'longitude': -122.491765022278}",37.6508123210896,-122.491765022278
Darwin Cafe,"212 Ritch St San Francisco, CA 94107",4.0,592,$$,Greek,"{'latitude': 37.7806091, 'longitude': -122.3961443}",37.7806091,-122.3961443
Boudin Bakery & Cafe,"160 Jefferson St Lower Level San Francisco, CA 94133",4.0,3670,$$,Greek,"{'latitude': 37.8084100293993, 'longitude': -122.41507940311}",37.8084100293993,-122.41507940311
Flybird,"35 Kearny St San Francisco, CA 94108",4.0,52,$$,Greek,"{'latitude': 37.7883651587911, 'longitude': -122.403728887439}",37.7883651587911,-122.403728887439
Alborz Persian Cuisine,"1245 Van Ness Ave San Francisco, CA 94109",3.5,363,$$,Greek,"{'latitude': 37.78731, 'longitude': -122.42212}",37.78731,-122.42212
Royal Egyptian Cuisine,"Berekely, CA 94607",4.5,185,$,Greek,"{'latitude': 37.7986068725586, 'longitude': -122.271545410156}",37.7986068725586,-122.271545410156
Holy Land Restaurant,"677 Rand Ave Oakland, CA 94610",4.0,450,$$,Greek,"{'latitude': 37.8103643, 'longitude': -122.2464274}",37.8103643,-122.2464274
Liba,"380 17th St Oakland, CA 94612",4.5,208,$$,Greek,"{'latitude': 37.806038117542, 'longitude': -122.268000413939}",37.806038117542,-122.268000413939
Razan's Organic Kitchen,"2119 Kittredge St Berkeley, CA 94704",4.0,468,$$,Greek,"{'latitude': 37.868756, 'longitude': -122.266851}",37.868756,-122.266851
Working Girls' Cafe,"101 Mission St Ste 140 San Francisco, CA 94105",4.0,242,$,Greek,"{'latitude': 37.7923363983791, 'longitude': -122.394199561731}",37.7923363983791,-122.394199561731
Boulettes Larder + Boulibar,"1 Ferry Building Ste 35 + 48 Embarcadero Plz San Francisco, CA 94111",3.5,702,$$,Greek,"{'latitude': 37.7951, 'longitude': -122.392684}",37.7951,-122.392684
Blue Barn Gourmet,"2237 Polk St San Francisco, CA 94109",4.0,510,$$,Greek,"{'latitude': 37.797486, 'longitude': -122.422348}",37.797486,-122.422348
Eden Plaza Cafe,"600 Harrison St San Francisco, CA 94107",4.0,171,$,Greek,"{'latitude': 37.784358, 'longitude': -122.395457}",37.784358,-122.395457
Oasis Kitchen,"344 Grand Ave Oakland, CA 94610",4.0,252,$$,Greek,"{'latitude': 37.8091267703572, 'longitude': -122.256358936429}",37.8091267703572,-122.256358936429
Ladle & Leaf,"221 Montgomery St San Francisco, CA 94104",3.5,86,$$,Greek,"{'latitude': 37.7910515, 'longitude': -122.402536}",37.7910515,-122.402536
Cal Gyro Mediterranean,"2519 Durant Ave Ste C Berkeley, CA 94704",3.5,141,$,Greek,"{'latitude': 37.86821, 'longitude': -122.25803}",37.86821,-122.25803
Toy Boat Dessert Café,"401 Clement St San Francisco, CA 94118",4.0,672,$,Greek,"{'latitude': 37.7829406410456, 'longitude': -122.463481798768}",37.7829406410456,-122.463481798768
SOMA Restaurant & Bar,"85 5th St San Francisco, CA 94103",3.5,280,$$,Greek,"{'latitude': 37.78301, 'longitude': -122.40651}",37.78301,-122.40651
Fresco Pizza Shawarma,"1338 Polk St San Francisco, CA 94109",3.5,367,$,Greek,"{'latitude': 37.78932, 'longitude': -122.4202}",37.78932,-122.4202
Turkish Kitchen,"1986 Shattuck Ave Berkeley, CA 94704",3.5,484,$$,Greek,"{'latitude': 37.872544, 'longitude': -122.268669}",37.872544,-122.268669
Bite,"912 Sutter St San Francisco, CA 94104",4.0,752,$$,Greek,"{'latitude': 37.7884239641, 'longitude': -122.415666133}",37.7884239641,-122.415666133
Patxi's Pizza,"822 Irving St San Francisco, CA 94122",3.5,738,$$,Greek,"{'latitude': 37.76426, 'longitude': -122.46677}",37.76426,-122.46677
Oasis Food Market,"3045 Telegraph Ave Oakland, CA 94609",3.5,430,$,Greek,"{'latitude': 37.8198753253357, 'longitude': -122.267170641818}",37.8198753253357,-122.267170641818
Baiano Pizzeria,"100 Gough St San Francisco, CA 94102",4.0,203,$,Greek,"{'latitude': 37.7741681941565, 'longitude': -122.422267710877}",37.7741681941565,-122.422267710877
Donairo's Pizza,"6905 Geary Blvd San Francisco, CA 94121",4.0,175,$,Greek,"{'latitude': 37.77937, 'longitude': -122.49361}",37.77937,-122.49361
Barney's Gourmet Hamburgers,"4138 24th St San Francisco, CA 94114",3.0,822,$$,Greek,"{'latitude': 37.7515, 'longitude': -122.43501}",37.7515,-122.43501
Kamdesh Restaurant,"332 14th St Oakland, CA 94612",4.0,812,$$,Greek,"{'latitude': 37.8033985606492, 'longitude': -122.268362607375}",37.8033985606492,-122.268362607375
Heyday,"555 Mission St San Francisco, CA 94105",3.5,70,$$,Greek,"{'latitude': 37.78845, 'longitude': -122.39864}",37.78845,-122.39864
Mezzo,"2442 Telegraph Ave Berkeley, CA 94704",4.0,557,$$,Greek,"{'latitude': 37.8661768829269, 'longitude': -122.258782630021}",37.8661768829269,-122.258782630021
Tommy's Joynt,"1101 Geary Blvd San Francisco, CA 94109",4.0,2851,$$,Greek,"{'latitude': 37.785547, 'longitude': -122.421814}",37.785547,-122.421814
Sam's Sandwiches & Coffee,"301 87th St Daly City, CA 94015",4.5,346,$,Greek,"{'latitude': 37.693105, 'longitude': -122.4747306}",37.693105,-122.4747306
MIXT,"100 California St San Francisco, CA 94111",3.0,84,$$,Greek,"{'latitude': 37.793949, 'longitude': -122.398062}",37.793949,-122.398062
Tender Greens,"30 Fremont St San Francisco, CA 94105",3.5,428,$$,Greek,"{'latitude': 37.7908553, 'longitude': -122.3974726}",37.7908553,-122.3974726
Grinders Pizzeria,"448 Balboa St San Francisco, CA 94118",3.5,302,$$,Greek,"{'latitude': 37.7774206922303, 'longitude': -122.463814810797}",37.7774206922303,-122.463814810797
Oz Pizza,"508 Castro St San Francisco, CA 94114",3.5,195,$,Greek,"{'latitude': 37.760636, 'longitude': -122.435152}",37.760636,-122.435152
Falafel Boy,"1924 Franklin St Oakland, CA 94612",4.5,106,$$,Greek,"{'latitude': 37.80758, 'longitude': -122.26718}",37.80758,-122.26718
Bella Lucca,"418 Geary Blvd San Francisco, CA 94102",2.5,132,$,Greek,"{'latitude': 37.7871590852737, 'longitude': -122.41028085351}",37.7871590852737,-122.41028085351
Gialina Pizzeria,"2842 Diamond St San Francisco, CA 94131",4.0,1098,$$,Greek,"{'latitude': 37.73405, 'longitude': -122.43424}",37.73405,-122.43424
Volare Pizza,"456 Haight St San Francisco, CA 94117",3.5,176,$$,Greek,"{'latitude': 37.7724616856672, 'longitude': -122.429784920052}",37.7724616856672,-122.429784920052
Waystone,"992 Market St San Francisco, CA 94102",4.5,132,$$,Greek,"{'latitude': 37.7824109615308, 'longitude': -122.410308346152}",37.7824109615308,-122.410308346152
City Cup & Coffee,"1259 Jefferson St Oakland, CA 94612",4.0,72,$,Greek,"{'latitude': 37.80499, 'longitude': -122.27598}",37.80499,-122.27598
Split,"560 Mission St San Francisco, CA 94105",3.5,139,$$,Greek,"{'latitude': 37.7888573958984, 'longitude': -122.399393457672}",37.7888573958984,-122.399393457672
Pita & Salt,"Santa Clara, CA 95051",4.5,73,$,Greek,"{'latitude': 37.3400871, 'longitude': -121.987255}",37.3400871,-121.987255
Blaze Fast-Fire'd Pizza,"3251 20th Ave San Francisco, CA 94132",3.5,592,$,Greek,"{'latitude': 37.7279517025056, 'longitude': -122.476424537732}",37.7279517025056,-122.476424537732
Breaking Bread,"4 Embarcadero Ctr San Francisco, CA 94111",3.5,490,$,Greek,"{'latitude': 37.79553, 'longitude': -122.39623}",37.79553,-122.39623
Seniore's Pizza,"559 Divisadero St San Francisco, CA 94117",3.5,229,$,Greek,"{'latitude': 37.774785, 'longitude': -122.438}",37.774785,-122.438
Focaccia Market & Bakery,"119 Sacramento Street San Francisco, CA 94111",3.5,519,$,Greek,"{'latitude': 37.79434, 'longitude': -122.39702}",37.79434,-122.39702
The Flying Falafel - Berkeley,"2114 Shattuck Ave Berkeley, CA 94704",4.0,345,$,Greek,"{'latitude': 37.8708699, 'longitude': -122.26857}",37.8708699,-122.26857
San Francisco Soup Company,"135 4th St San Francisco, CA 94103",3.5,93,$,Greek,"{'latitude': 37.7840638, 'longitude': -122.4034835}",37.7840638,-122.4034835
Specialty's Café & Bakery,"100 California St San Francisco, CA 94111",2.5,43,$$,Greek,"{'latitude': 37.7939491271973, 'longitude': -122.398063659668}",37.7939491271973,-122.398063659668
Bank Club,"3900 San Pablo Ave Emeryville, CA 94608",4.5,47,$,Greek,"{'latitude': 37.830127, 'longitude': -122.279273}",37.830127,-122.279273
Alimento,"507 Columbus Ave San Francisco, CA 94133",4.5,679,$,Greek,"{'latitude': 37.799643, 'longitude': -122.409622}",37.799643,-122.409622
Pizzetta 211,"211 23rd Ave San Francisco, CA 94121",4.5,1249,$$,Greek,"{'latitude': 37.783684, 'longitude': -122.482974}",37.783684,-122.482974
Green Bar,"3 Embarcadero Ctr Lobby Level San Francisco, CA 94111",4.0,153,$,Greek,"{'latitude': 37.795139, 'longitude': -122.397361}",37.795139,-122.397361
Scolari's,"1303 Park St Alameda, CA 94501",4.0,1021,$$,Greek,"{'latitude': 37.762815790262, 'longitude': -122.244188713625}",37.762815790262,-122.244188713625
Wildflower Cafe,"411 Sansome St San Francisco, CA 94111",3.5,277,$,Greek,"{'latitude': 37.79411, 'longitude': -122.40169}",37.79411,-122.40169
Harvest Urban Market,"191 8th St San Francisco, CA 94103",2.5,381,$$,Greek,"{'latitude': 37.7764894, 'longitude': -122.4116849}",37.7764894,-122.4116849
D'Yar,"2511 Durant Ave Berkeley, CA 94704",3.5,331,$,Greek,"{'latitude': 37.86804, 'longitude': -122.25849}",37.86804,-122.25849
Taza Smoothies & Wraps,"750 Font Blvd San Francisco, CA 94132",3.5,54,$,Greek,"{'latitude': 37.7232495, 'longitude': -122.4830109}",37.7232495,-122.4830109
The Artisan Kitchen & Cafe,"865 Marina Bay Pkwy Ste 33 Richmond, CA 94804",3.5,116,$$,Greek,"{'latitude': 37.919064, 'longitude': -122.3469841}",37.919064,-122.3469841
Gochees Pizza,"2 Embarcadero Ctr San Francisco, CA 94111",3.5,72,$,Greek,"{'latitude': 37.795085, 'longitude': -122.398944}",37.795085,-122.398944
Pizza My Heart,"5613 Bay St Emeryville, CA 94608",3.5,364,$,Greek,"{'latitude': 37.833865, 'longitude': -122.292427}",37.833865,-122.292427
Dyar Mediterranean Cuisine,"1866 Euclid Ave Berkeley, CA 94709",3.5,73,$,Greek,"{'latitude': 37.87526, 'longitude': -122.26049}",37.87526,-122.26049
Slices,"330 Townsend St San Francisco, CA 94107",4.5,70,$,Greek,"{'latitude': 37.776735, 'longitude': -122.39579}",37.776735,-122.39579
Greens & Grains,"1650 Park St Alameda, CA 94501",4.0,138,$$,Greek,"{'latitude': 37.7677230834961, 'longitude': -122.239433288574}",37.7677230834961,-122.239433288574
The Lunch Box,"1720 Franklin St Oakland, CA 94612",4.5,425,$,Greek,"{'latitude': 37.8063812255859, 'longitude': -122.267936706543}",37.8063812255859,-122.267936706543
Ziggy's Burgers,"21 Drumm St San Francisco, CA 94111",3.5,599,$$,Greek,"{'latitude': 37.7938716, 'longitude': -122.3966162}",37.7938716,-122.3966162
The Crepe Pan,"4184 Piedmont Ave Oakland, CA 94611",4.0,158,$$,Greek,"{'latitude': 37.8270060922937, 'longitude': -122.251172885299}",37.8270060922937,-122.251172885299
Monterey Pizza & Asian Zap,"599 Monterey Blvd San Francisco, CA 94127",4.0,105,$$,Greek,"{'latitude': 37.73126, 'longitude': -122.44871}",37.73126,-122.44871
Extreme Pizza - Alemany,"3911 Alemany Blvd Ste 1004 San Francisco, CA 94132",3.0,221,$$,Greek,"{'latitude': 37.71073, 'longitude': -122.466795}",37.71073,-122.466795
California Pizza Kitchen- San Francisco,"53 3rd St San Francisco, CA 94103",3.5,547,$$,Greek,"{'latitude': 37.78686, 'longitude': -122.402567}",37.78686,-122.402567
The Sausage Factory,"517 Castro St San Francisco, CA 94114",3.5,574,$$,Greek,"{'latitude': 37.76052, 'longitude': -122.43478}",37.76052,-122.43478
Manhattan Hub,"150 Leidesdorff St San Francisco, CA 94104",3.5,195,$,Greek,"{'latitude': 37.7934861, 'longitude': -122.4020736}",37.7934861,-122.4020736
475 Cafe,"475 14th St Oakland, CA 94612",3.5,142,$,Greek,"{'latitude': 37.8045602404485, 'longitude': -122.272566461374}",37.8045602404485,-122.272566461374
Extreme Pizza - Fillmore District,"1730 Fillmore St San Francisco, CA 94115",3.0,370,$$,Greek,"{'latitude': 37.78569, 'longitude': -122.43294}",37.78569,-122.43294
Home Grown Oakland,"6501 San Pablo Ave Oakland, CA 94608",4.5,240,$$,Greek,"{'latitude': 37.84818, 'longitude': -122.28579}",37.84818,-122.28579
Serrano's Pizza,"3274 21st St San Francisco, CA 94110",3.5,611,$,Greek,"{'latitude': 37.75714, 'longitude': -122.42051}",37.75714,-122.42051
Paradita Eatery,"5959 Shellmound St Emeryville, CA 94608",3.5,281,$$,Greek,"{'latitude': 37.8411224, 'longitude': -122.2935986}",37.8411224,-122.2935986
Leaning Tower,"498 Wesley Ave Oakland, CA 94606",3.5,388,$$,Greek,"{'latitude': 37.804592, 'longitude': -122.249578}",37.804592,-122.249578
Papi’s Pizza Roma,"10616 San Pablo Ave El Cerrito, CA 94530",4.0,174,$,Greek,"{'latitude': 37.9116998869482, 'longitude': -122.308142630831}",37.9116998869482,-122.308142630831
Laney Bistro,"900 Fallon St Oakland, CA 94607",4.5,25,$$,Greek,"{'latitude': 37.795623, 'longitude': -122.262077}",37.795623,-122.262077
Organic Greens,"2177 Kittredge St Berkeley, CA 94704",4.5,210,$$,Greek,"{'latitude': 37.8687292271306, 'longitude': -122.266450293734}",37.8687292271306,-122.266450293734
Calzone's Restaurant,"430 Columbus Ave San Francisco, CA 94133",3.5,1500,$$,Greek,"{'latitude': 37.799032, 'longitude': -122.4081743}",37.799032,-122.4081743
Mudrakers Cafe,"2801 Telegraph Ave Berkeley, CA 94705",3.5,156,$,Greek,"{'latitude': 37.8594360351562, 'longitude': -122.258850097656}",37.8594360351562,-122.258850097656
Crave Subs,"2136 Center St Berkeley, CA 94704",4.5,55,$$,Greek,"{'latitude': 37.870276, 'longitude': -122.2668303}",37.870276,-122.2668303
Dogpatch Bakehouse & Caffé,"780 S Airport Blvd Terminal 3 San Francisco, CA 94128",2.5,148,$$,Greek,"{'latitude': 37.619212, 'longitude': -122.384414}",37.619212,-122.384414
Doyle Street Cafe,"5515 Doyle St Emeryville, CA 94608",4.0,1110,$$,Greek,"{'latitude': 37.83801, 'longitude': -122.28709}",37.83801,-122.28709
Extreme Pizza,"1504 Webster St Alameda, CA 94501",3.5,98,$$,Greek,"{'latitude': 37.77365, 'longitude': -122.27663}",37.77365,-122.27663
Extreme Pizza - Soma District,"1062 Folsom St San Francisco, CA 94103",3.0,434,$$,Greek,"{'latitude': 37.7775344848633, 'longitude': -122.407264709473}",37.7775344848633,-122.407264709473
Dogpatch Bakehouse & Caffe,"780 S Airport Blvd Terminal 3 San Francisco, CA 94128",2.5,288,$$,Greek,"{'latitude': 37.619224, 'longitude': -122.384414}",37.619224,-122.384414
Shalimar Restaurant,"1409 Polk St San Francisco, CA 94109",3.5,598,$$,Greek,"{'latitude': 37.7897601231104, 'longitude': -122.420660420238}",37.7897601231104,-122.420660420238
Extreme Pizza - Marina District,"1980 Union St San Francisco, CA 94123",3.0,263,$,Greek,"{'latitude': 37.7977599, 'longitude': -122.43191}",37.7977599,-122.43191
Basil Pizzeria,"300 13th St Oakland, CA 94612",3.5,191,$,Greek,"{'latitude': 37.8025, 'longitude': -122.26821}",37.8025,-122.26821
La Burrita,"2530 Durant Ave Berkeley, CA 94704",3.5,579,$,Greek,"{'latitude': 37.8679286509477, 'longitude': -122.257434673931}",37.8679286509477,-122.257434673931
Extreme Pizza - Shattuck Ave.,"2352 Shattuck Ave Berkeley, CA 94704",3.0,220,$$,Greek,"{'latitude': 37.866281, 'longitude': -122.267898}",37.866281,-122.267898
The Stuffed Inn,"1829 Euclid Ave Berkeley, CA 94709",4.0,228,$,Greek,"{'latitude': 37.87568, 'longitude': -122.26004}",37.87568,-122.26004
Summer Kitchen + Bakeshop,"2944 College Ave Berkeley, CA 94705",4.0,448,$$,Greek,"{'latitude': 37.8574461, 'longitude': -122.2532025}",37.8574461,-122.2532025
Sack's Coffee House,"2701 College Ave Berkeley, CA 94705",3.5,341,$,Greek,"{'latitude': 37.862000127131, 'longitude': -122.25335217949}",37.862000127131,-122.25335217949
IKEA Restaurant,"4400 Shellmound St Emeryville, CA 94608",3.5,414,$,Greek,"{'latitude': 37.8309067399663, 'longitude': -122.291772441646}",37.8309067399663,-122.291772441646
California Pizza Kitchen at Bay Street,"5614 Bay St Ste 244 Emeryville, CA 94608",3.0,683,$$,Greek,"{'latitude': 37.83358, 'longitude': -122.291962}",37.83358,-122.291962
Extreme Pizza - San Bruno,"851 Cherry Ave Ste 8 San Bruno, CA 94066",2.5,190,$$,Greek,"{'latitude': 37.6266699307089, 'longitude': -122.425672531213}",37.6266699307089,-122.425672531213
Purple Pepper Pizza,"4496 Broadway Oakland, CA 94611",3.0,103,$,Greek,"{'latitude': 37.83288, 'longitude': -122.25294}",37.83288,-122.25294
